title,brand,model,type,year,transmisi,qty,avg_price,low_price,mid_price,new_price
Wuling Air EV Lite Automatic 2023,Wuling,Air EV,Lite,2023,Automatic,10," 141,600,000 "," 135,000,000 "," 138,300,000 ",206000000
Mercedes-Benz C200 Avantgarde Line Automatic 2022,Mercedes-Benz,C200,Avantgarde Line,2022,Automatic,11," 678,181,818 "," 599,000,000 "," 638,590,909 ",970000000
Honda Civic E Automatic 2019,Honda,Civic,E,2019,Automatic,10," 323,000,000 "," 225,000,000 "," 274,000,000 ",507000000
Honda CR-V Turbo Automatic 2017,Honda,CR-V,Turbo,2017,Automatic,10," 283,200,000 "," 240,000,000 "," 261,600,000 ",466000000
BMW 520i Luxury Automatic 2013,BMW,520i,Luxury,2013,Automatic,10," 237,400,000 "," 192,000,000 "," 214,700,000 "," 858,000,000 "
Lexus RX 300 F Sport Automatic 2019,Lexus,RX 300,F Sport,2019,Automatic,10," 867,000,000 "," 725,000,000 "," 796,000,000 ",1435000000
Mercedes-Benz GLS450 AMG Line 4MATIC Automatic 2020,Mercedes-Benz,GLS450,AMG Line 4MATIC,2020,Automatic,11," 1,612,727,273 "," 1,325,000,000 "," 1,468,863,636 ",2149000000
Mitsubishi Pajero Sport Dakar 4x2 Automatic 2013,Mitsubishi,Pajero Sport,Dakar 4x2,2013,Automatic,12," 256,083,333 "," 225,000,000 "," 240,541,667 "," 446,000,000 "
Daihatsu Sigra M Manual 2021,Daihatsu,Sigra,M,2021,Manual,11," 112,363,636 "," 103,000,000 "," 107,681,818 ",134550000
BMW 520i M Sport Automatic 2023,BMW,520i,M Sport,2023,Automatic,10," 819,900,000 "," 755,000,000 "," 787,450,000 ",1397000000
Mercedes-Benz GLA200 Urban Automatic 2014,Mercedes-Benz,GLA200,Urban,2014,Automatic,11," 284,090,909 "," 245,000,000 "," 264,545,455 "," 599,000,000 "
BMW X5 xDrive Automatic 2008,BMW,X5,xDrive,2008,Automatic,11," 226,272,727 "," 169,000,000 "," 197,636,364 ",
Toyota Alphard X Automatic 2017,Toyota,Alphard,X,2017,Automatic,11," 583,545,455 "," 435,000,000 "," 509,272,727 ",904700000
Mercedes-Benz C200 CGI Automatic 2013,Mercedes-Benz,C200,CGI,2013,Automatic,11," 197,090,909 "," 175,000,000 "," 186,045,455 "," 629,000,000 "
Mercedes-Benz C300 AMG Coupe Automatic 2017,Mercedes-Benz,C300,AMG Coupe,2017,Automatic,10," 663,000,000 "," 499,000,000 "," 581,000,000 ",1099000000
Wuling Almaz Exclusive 7 Seater Automatic 2019,Wuling,Almaz,Exclusive 7 Seater,2019,Automatic,10," 165,200,000 "," 138,000,000 "," 151,600,000 ",338800000
Mitsubishi Xpander Rockford Fosgate Black Edition Automatic 2021,Mitsubishi,Xpander,Rockford Fosgate Black Edition,2021,Automatic,11," 232,636,364 "," 197,500,000 "," 215,068,182 ",283800000
Mercedes-Benz GLC300 AMG Line 4MATIC Automatic 2024,Mercedes-Benz,GLC300,AMG Line 4MATIC,2024,Automatic,10," 1,238,500,000 "," 1,195,000,000 "," 1,216,750,000 ",1685000000
Suzuki XL7 Alpha Hybrid Automatic 2023,Suzuki,XL7,Alpha Hybrid,2023,Automatic,10," 233,910,000 "," 224,500,000 "," 229,205,000 ",304900000
Mazda CX-5 GT Automatic 2021,Mazda,CX-5,GT,2021,Automatic,11," 371,363,636 "," 275,000,000 "," 323,181,818 ",559900000
Lexus LX 570 Sport Automatic 2019,Lexus,LX 570,Sport,2019,Automatic,12," 2,039,916,667 "," 1,575,000,000 "," 1,807,458,333 ",3345000000
Mercedes-Benz S450L AMG Edition 50 Automatic 2019,Mercedes-Benz,S450L,AMG Edition 50,2019,Automatic,11," 1,353,909,091 "," 1,100,000,000 "," 1,226,954,545 ",
Mercedes-Benz GLA200 AMG Line Automatic 2017,Mercedes-Benz,GLA200,AMG Line,2017,Automatic,10," 354,100,000 "," 295,000,000 "," 324,550,000 ",739000000
Tesla Model 3 Standard Range Plus Automatic 2020,Tesla,Model 3,Standard Range Plus,2020,Automatic,12," 754,500,000 "," 499,000,000 "," 626,750,000 ",
BMW 320i Sport Automatic 2023,BMW,320i,Sport,2023,Automatic,11," 765,818,182 "," 648,000,000 "," 706,909,091 ",1055000000
BMW 520i Luxury Automatic 2015,BMW,520i,Luxury,2015,Automatic,12," 331,916,667 "," 300,000,000 "," 315,958,333 "," 929,000,000 "
Toyota Land Cruiser 300 VX-R 70th Anniversary Automatic 2023,Toyota,Land Cruiser,300 VX-R 70th Anniversary,2023,Automatic,12," 2,316,166,667 "," 2,195,000,000 "," 2,255,583,333 ",2521450000
Mazda 3 SKYACTIV-G Automatic 2021,Mazda,3,SKYACTIV-G,2021,Automatic,10," 384,000,000 "," 340,000,000 "," 362,000,000 ",519900000
Toyota Raize T G (1 Tone) Automatic 2023,Toyota,Raize,T G (1 Tone),2023,Automatic,11," 188,727,273 "," 180,000,000 "," 184,363,636 ",251900000
BMW 330i M Sport Automatic 2022,BMW,330i,M Sport,2022,Automatic,11," 784,545,455 "," 688,000,000 "," 736,272,727 ",1070000000
Ford Everest Titanium 4X4 Bi-Turbo Automatic 2022,Ford,Everest,Titanium 4X4 Bi-Turbo,2022,Automatic,10," 626,400,000 "," 590,000,000 "," 608,200,000 ",845000000
Mitsubishi Xpander Ultimate Automatic 2017,Mitsubishi,Xpander,Ultimate,2017,Automatic,11," 189,500,000 "," 159,000,000 "," 174,250,000 ",245350000
Ford EcoSport Titanium Automatic 2014,Ford,EcoSport,Titanium,2014,Automatic,12," 105,916,667 "," 85,000,000 "," 95,458,333 "," 244,400,000 "
MG HS Magnify i-SMART Automatic 2022,MG,HS,Magnify i-SMART,2022,Automatic,12," 278,916,667 "," 255,000,000 "," 266,958,333 ",435800000
Daihatsu Xenia R Manual 2022,Daihatsu,Xenia,R,2022,Manual,10," 174,400,000 "," 159,000,000 "," 166,700,000 ",216900000
Mercedes-Benz E250 AMG Automatic 2013,Mercedes-Benz,E250,AMG,2013,Automatic,11," 608,454,545 "," 450,000,000 "," 529,227,273 ",
Mercedes-Benz SLK250 AMG Automatic 2012,Mercedes-Benz,SLK250,AMG,2012,Automatic,11," 650,272,727 "," 565,000,000 "," 607,636,364 "," 1,099,000,000 "
BMW 520i Luxury Automatic 2016,BMW,520i,Luxury,2016,Automatic,12," 345,000,000 "," 305,000,000 "," 325,000,000 "," 959,000,000 "
BMW 530i Opulence Automatic 2022,BMW,530i,Opulence,2022,Automatic,11," 881,272,727 "," 725,000,000 "," 803,136,364 ",1490000000
Toyota Kijang Innova Venturer 50th Anniversary Edition Automatic 2021,Toyota,Kijang Innova,Venturer 50th Anniversary Edition,2021,Automatic,10," 445,600,000 "," 425,000,000 "," 435,300,000 ",482700000
Toyota Kijang Innova Zenix V HV Automatic 2022,Toyota,Kijang Innova Zenix,V HV,2022,Automatic,12," 373,833,333 "," 332,000,000 "," 352,916,667 ",522150000
Daihatsu Ayla X Automatic 2020,Daihatsu,Ayla,X,2020,Automatic,10," 111,900,000 "," 110,000,000 "," 110,950,000 ",134400000
Lexus RX 450h+ Luxury Automatic 2023,Lexus,RX 450h+,Luxury,2023,Automatic,10," 1,452,150,005 "," 1,370,000,000 "," 1,411,075,002 ",1961000000
Toyota Rush S Automatic 2014,Toyota,Rush,S,2014,Automatic,10," 136,400,000 "," 127,000,000 "," 131,700,000 "," 238,250,000 "
Hyundai Stargazer Prime Automatic 2024,Hyundai,Stargazer,Prime,2024,Automatic,10," 241,500,000 "," 235,000,000 "," 238,250,000 ",320900000
Mercedes-Benz GLE400 AMG Line Coupe Automatic 2018,Mercedes-Benz,GLE400,AMG Line Coupe,2018,Automatic,11," 935,181,818 "," 780,000,000 "," 857,590,909 ",
Lexus LX 600 VIP Automatic 2023,Lexus,LX 600,VIP,2023,Automatic,10," 3,395,000,000 "," 2,450,000,000 "," 2,922,500,000 ",3518000000
Lexus LM 350 4 Seater Automatic 2022,Lexus,LM 350,4 Seater,2022,Automatic,11," 1,773,818,182 "," 1,195,000,000 "," 1,484,409,091 ",3063000000
Mercedes-Benz E300 AMG Line Automatic 2023,Mercedes-Benz,E300,AMG Line,2023,Automatic,11," 983,181,818 "," 888,000,000 "," 935,590,909 ",1570000000
Daihatsu Sigra X Automatic 2020,Daihatsu,Sigra,X,2020,Automatic,11," 116,318,182 "," 114,500,000 "," 115,409,091 ",144750000
Toyota Corolla Altis V Automatic 2017,Toyota,Corolla Altis,V,2017,Automatic,10," 194,400,000 "," 170,000,000 "," 182,200,000 ",456600000
Nissan Grand Livina SV Manual 2016,Nissan,Grand Livina,SV,2016,Manual,10," 106,100,000 "," 99,000,000 "," 102,550,000 "," 206,500,000 "
Suzuki Jimny 5 Door (2 Tone) Automatic 2024,Suzuki,Jimny,5 Door (2 Tone),2024,Automatic,12," 459,000,000 "," 442,000,000 "," 450,500,000 ",478600000
Daihatsu Sigra R Automatic 2016,Daihatsu,Sigra,R,2016,Automatic,10," 96,500,000 "," 85,000,000 "," 90,750,000 "," 144,150,000 "
Toyota Alphard X Automatic 2013,Toyota,Alphard,X,2013,Automatic,11," 380,000,000 "," 195,000,000 "," 287,500,000 "," 755,000,000 "
Toyota Kijang Innova G Manual 2021,Toyota,Kijang Innova,G,2021,Manual,12," 285,583,333 "," 250,000,000 "," 267,791,667 ",342400000
Mazda CX-3 Touring Automatic 2019,Mazda,CX-3,Touring,2019,Automatic,10," 246,300,000 "," 235,000,000 "," 240,650,000 ",409900000
Toyota Rush TRD Sportivo Automatic 2015,Toyota,Rush,TRD Sportivo,2015,Automatic,10," 156,900,000 "," 135,000,000 "," 145,950,000 "," 245,950,000 "
Toyota Hiace Premio Manual 2023,Toyota,Hiace,Premio,2023,Manual,10," 680,100,000 "," 642,000,000 "," 661,050,000 ",647300000
Hyundai Palisade Signature 2WD Automatic 2024,Hyundai,Palisade,Signature 2WD,2024,Automatic,10," 854,100,000 "," 804,000,000 "," 829,050,000 ",910000000
Mercedes-Benz GLA200 Urban Automatic 2015,Mercedes-Benz,GLA200,Urban,2015,Automatic,10," 285,900,000 "," 230,000,000 "," 257,950,000 "," 639,000,000 "
Honda Civic RS Automatic 2024,Honda,Civic,RS,2024,Automatic,11," 483,636,364 "," 469,000,000 "," 476,318,182 ",616800000
Honda Brio Satya E Manual 2016,Honda,Brio,Satya E,2016,Manual,11," 112,636,364 "," 103,000,000 "," 107,818,182 "," 129,600,000 "
Daihatsu Xenia R Automatic 2021,Daihatsu,Xenia,R,2021,Automatic,10," 175,700,000 "," 167,000,000 "," 171,350,000 ",208400000
BMW 320i Dynamic Automatic 2022,BMW,320i,Dynamic,2022,Automatic,12," 638,250,000 "," 595,000,000 "," 616,625,000 ",970000000
Mazda CX-8 SKYACTIV-G Elite Automatic 2020,Mazda,CX-8,SKYACTIV-G Elite,2020,Automatic,10," 400,500,000 "," 355,000,000 "," 377,750,000 ",746800000
Daihatsu Ayla R Manual 2019,Daihatsu,Ayla,R,2019,Manual,12," 117,750,000 "," 107,000,000 "," 112,375,000 ",134450000
Land Rover Range Rover Autobiography Automatic 2014,Land Rover,Range Rover,Autobiography,2014,Automatic,10," 1,353,300,000 "," 770,000,000 "," 1,061,650,000 ",
Daihatsu Xenia R Sporty Manual 2017,Daihatsu,Xenia,R Sporty,2017,Manual,11," 137,818,182 "," 132,000,000 "," 134,909,091 ",199100000
Hyundai Staria Signature 9 Automatic 2023,Hyundai,Staria,Signature 9,2023,Automatic,12," 707,916,667 "," 695,000,000 "," 701,458,333 ",905500000
Daihatsu Xenia X Manual 2021,Daihatsu,Xenia,X,2021,Manual,12," 154,583,334 "," 147,000,000 "," 150,791,667 ",194500000
Honda Brio RS Manual 2018,Honda,Brio,RS,2018,Manual,12," 112,500,000 "," 107,000,000 "," 109,750,000 ",171000000
Daihatsu Rocky R TC ASA Automatic 2022,Daihatsu,Rocky,R TC ASA,2022,Automatic,12," 197,333,333 "," 185,000,000 "," 191,166,667 ",257000000
Wuling Cortez CT L Lux+ Automatic 2021,Wuling,Cortez,CT L Lux+,2021,Automatic,11," 166,909,091 "," 149,000,000 "," 157,954,545 ",290650000
Land Rover Range Rover Vouge Automatic 2004,Land Rover,Range Rover,Vouge,2004,Automatic,10," 229,600,000 "," 169,000,000 "," 199,300,000 ",
Toyota Kijang Innova V Automatic 2012,Toyota,Kijang Innova,V,2012,Automatic,11," 211,181,818 "," 145,000,000 "," 178,090,909 "," 291,650,000 "
Suzuki Ertiga GX Automatic 2013,Suzuki,Ertiga,GX,2013,Automatic,10," 113,100,000 "," 105,000,000 "," 109,050,000 "," 185,800,000 "
Honda City E Automatic 2020,Honda,City,E,2020,Automatic,12," 212,000,000 "," 199,000,000 "," 205,500,000 ",352600000
Nissan Grand Livina XV Manual 2016,Nissan,Grand Livina,XV,2016,Manual,10," 113,400,000 "," 105,000,000 "," 109,200,000 "," 218,550,000 "
Toyota Alphard G (Non Premium Color) Automatic 2023,Toyota,Alphard,G (Non Premium Color),2023,Automatic,10," 1,088,700,000 "," 995,000,000 "," 1,041,850,000 ",1356100000
Land Rover Defender 110 D200 First Edition Automatic 2020,Land Rover,Defender,110 D200 First Edition,2020,Automatic,11," 2,224,818,182 "," 2,099,000,000 "," 2,161,909,091 ",
BMW 520i Modern Automatic 2014,BMW,520i,Modern,2014,Automatic,10," 316,900,000 "," 265,000,000 "," 290,950,000 "," 888,000,000 "
Peugeot 3008 Active Automatic 2022,Peugeot,3008,Active,2022,Automatic,12," 360,333,333 "," 305,000,000 "," 332,666,667 ",660000000
Toyota Yaris Cross S HV (2 Tone) with GR Parts Aero Pkg Automatic 2023,Toyota,Yaris Cross,S HV (2 Tone) with GR Parts Aero Pkg,2023,Automatic,11," 344,454,545 "," 333,000,000 "," 338,727,273 ",453950000
Toyota Agya E Manual 2014,Toyota,Agya,E,2014,Manual,11," 86,545,455 "," 81,000,000 "," 83,772,727 "," 99,900,000 "
Nissan Grand Livina SV Automatic 2016,Nissan,Grand Livina,SV,2016,Automatic,11," 103,727,273 "," 97,000,000 "," 100,363,636 "," 218,550,000 "
Daihatsu Xenia X Automatic 2021,Daihatsu,Xenia,X,2021,Automatic,12," 165,583,333 "," 157,000,000 "," 161,291,667 ",205500000
Toyota Avanza E Manual 2014,Toyota,Avanza,E,2014,Manual,11," 112,181,818 "," 100,000,000 "," 106,090,909 "," 161,700,000 "
Nissan Grand Livina SV Automatic 2018,Nissan,Grand Livina,SV,2018,Automatic,11," 125,636,364 "," 118,000,000 "," 121,818,182 ",231900000
Nissan Grand Livina XV Automatic 2018,Nissan,Grand Livina,XV,2018,Automatic,10," 136,000,000 "," 132,000,000 "," 134,000,000 ",247900000
Daihatsu Terios X Deluxe Automatic 2022,Daihatsu,Terios,X Deluxe,2022,Automatic,10," 195,400,000 "," 169,000,000 "," 182,200,000 ",243600000
Jeep Compass Longitude Automatic 2019,Jeep,Compass,Longitude,2019,Automatic,12," 314,666,667 "," 225,000,000 "," 269,833,333 ",589000000
Daihatsu Gran Max Mini Bus D Manual 2021,Daihatsu,Gran Max,Mini Bus D,2021,Manual,12," 124,333,333 "," 118,000,000 "," 121,166,667 ",176875000
Daihatsu Xenia R Manual 2016,Daihatsu,Xenia,R,2016,Manual,11," 126,454,545 "," 125,000,000 "," 125,727,273 "," 179,150,000 "
Toyota Avanza G Manual 2013,Toyota,Avanza,G,2013,Manual,10," 121,100,000 "," 113,000,000 "," 117,050,000 "," 174,400,000 "
Daihatsu Ayla D Manual 2021,Daihatsu,Ayla,D,2021,Manual,12," 92,666,667 "," 86,000,000 "," 89,333,333 ",105800000
Renault Triber RXZ Automatic 2021,Renault,Triber,RXZ,2021,Automatic,11," 114,454,545 "," 105,000,000 "," 109,727,273 ",187900000
Suzuki Jimny 3 Door (2 Tone) Automatic 2023,Suzuki,Jimny,3 Door (2 Tone),2023,Automatic,10," 431,100,000 "," 422,000,000 "," 426,550,000 ",446900000
Mitsubishi Pajero Sport Exceed Automatic 2016,Mitsubishi,Pajero Sport,Exceed,2016,Automatic,12," 311,916,667 "," 307,000,000 "," 309,458,333 "," 446,000,000 "
Toyota Rush G Automatic 2019,Toyota,Rush,G,2019,Automatic,12," 185,000,000 "," 177,000,000 "," 181,000,000 ",251650000
Toyota Vios G Automatic 2008,Toyota,Vios,G,2008,Automatic,11," 91,181,818 "," 88,000,000 "," 89,590,909 ",231500000
Toyota Yaris S Automatic 2013,Toyota,Yaris,S,2013,Automatic,12," 133,041,667 "," 122,000,000 "," 127,520,833 "," 229,400,000 "
Toyota Vios G Automatic 2016,Toyota,Vios,G,2016,Automatic,10," 143,000,000 "," 141,000,000 "," 142,000,000 "," 293,900,000 "
MG ZS EV Magnify Automatic 2024,MG,ZS EV,Magnify,2024,Automatic,8," 265,125,000 "," 263,000,000 "," 264,062,500 ",453000000
Mazda Biante DISI Automatic 2013,Mazda,Biante,DISI,2013,Automatic,8," 125,125,000 "," 102,000,000 "," 113,562,500 "," 398,000,000 "
Mercedes-Benz A200 Progressive Line Automatic 2024,Mercedes-Benz,A200,Progressive Line,2024,Automatic,9," 729,555,556 "," 645,000,000 "," 687,277,778 ",910000000
Honda Mobilio E Automatic 2015,Honda,Mobilio,E,2015,Automatic,9," 126,555,556 "," 113,000,000 "," 119,777,778 "," 203,500,000 "
Porsche Macan S Automatic 2015,Porsche,Macan,S,2015,Automatic,8," 705,625,000 "," 685,000,000 "," 695,312,500 ",
Mercedes-Benz S450L Luxury 4MATIC Automatic 2023,Mercedes-Benz,S450L,Luxury 4MATIC,2023,Automatic,8," 2,076,875,000 "," 1,775,000,000 "," 1,925,937,500 ",2805000000
Honda Brio RS Manual 2017,Honda,Brio,RS,2017,Manual,9," 126,555,556 "," 117,000,000 "," 121,777,778 ",166200000
Daihatsu Gran Max Mini Bus D PS Manual 2014,Daihatsu,Gran Max,Mini Bus D PS,2014,Manual,9," 94,333,333 "," 90,000,000 "," 92,166,667 "," 143,575,000 "
Toyota Vellfire ZG Automatic 2013,Toyota,Vellfire,ZG,2013,Automatic,8," 311,375,000 "," 265,000,000 "," 288,187,500 ",
Toyota Alphard S Automatic 2013,Toyota,Alphard,S,2013,Automatic,8," 252,000,000 "," 229,000,000 "," 240,500,000 ",
Toyota Yaris S TRD Sportivo Automatic 2014,Toyota,Yaris,S TRD Sportivo,2014,Automatic,8," 147,875,000 "," 128,000,000 "," 137,937,500 "," 247,200,000 "
Suzuki Ertiga Hybrid GX Manual 2022,Suzuki,Ertiga,Hybrid GX,2022,Manual,9," 185,777,778 "," 180,000,000 "," 182,888,889 ",270300000
Mazda 2 GT Automatic 2019,Mazda,2,GT,2019,Automatic,8," 195,000,000 "," 182,000,000 "," 188,500,000 ",308800000
Honda Brio RS Automatic 2016,Honda,Brio,RS,2016,Automatic,8," 125,750,000 "," 117,000,000 "," 121,375,000 "," 172,600,000 "
Toyota Raize T G (1 Tone) Automatic 2024,Toyota,Raize,T G (1 Tone),2024,Automatic,9," 199,111,111 "," 192,000,000 "," 195,555,556 ",254500000
Mazda 2 GT Automatic 2018,Mazda,2,GT,2018,Automatic,9," 217,555,556 "," 180,000,000 "," 198,777,778 ",300300000
Toyota Kijang Innova Zenix G HV (Non Premium Color) Automatic 2024,Toyota,Kijang Innova Zenix,G HV (Non Premium Color),2024,Automatic,8," 375,125,000 "," 355,000,000 "," 365,062,500 ",480100000
Toyota Agya G Automatic 2020,Toyota,Agya,G,2020,Automatic,8," 122,187,500 "," 99,000,000 "," 110,593,750 ",156840000
Mazda CX-9 2WD Automatic 2021,Mazda,CX-9,2WD,2021,Automatic,9," 446,666,667 "," 385,000,000 "," 415,833,333 ",869900000
Toyota Vios G Automatic 2012,Toyota,Vios,G,2012,Automatic,9," 102,111,111 "," 85,000,000 "," 93,555,556 "," 256,000,000 "
Honda Civic RS Automatic 2020,Honda,Civic,RS,2020,Automatic,9," 367,444,444 "," 350,000,000 "," 358,722,222 ",533000000
Toyota Kijang Innova Zenix Q HV TSS Automatic 2022,Toyota,Kijang Innova Zenix,Q HV TSS,2022,Automatic,8," 501,125,000 "," 495,000,000 "," 498,062,500 ",611000000
Toyota Fortuner SRZ 4X2 Automatic 2016,Toyota,Fortuner,SRZ 4X2,2016,Automatic,9," 295,000,000 "," 265,000,000 "," 280,000,000 "," 509,100,000 "
Toyota Kijang Innova Zenix G (Non Premium Color) Automatic 2023,Toyota,Kijang Innova Zenix,G (Non Premium Color),2023,Automatic,8," 365,125,000 "," 313,000,000 "," 339,062,500 ",468900000
Lexus NX 200T F Sport Automatic 2016,Lexus,NX 200T,F Sport,2016,Automatic,8," 443,375,000 "," 399,000,000 "," 421,187,500 "," 1,055,000,000 "
BMW 735i M Sport Automatic 2023,BMW,735i,M Sport,2023,Automatic,8," 1,908,750,000 "," 1,790,000,000 "," 1,849,375,000 ",
Toyota Kijang Innova G Manual 2017,Toyota,Kijang Innova,G,2017,Manual,8," 253,750,000 "," 208,000,000 "," 230,875,000 ",305100000
Toyota Camry Hybrid Automatic 2019,Toyota,Camry,Hybrid,2019,Automatic,8," 403,875,000 "," 388,000,000 "," 395,937,500 ",809400000
Mitsubishi Pajero Sport Dakar 4x2 Automatic 2011,Mitsubishi,Pajero Sport,Dakar 4x2,2011,Automatic,8," 226,875,000 "," 208,000,000 "," 217,437,500 "," 436,000,000 "
Mercedes-Benz GLE400 Exclusive 4MATIC Automatic 2017,Mercedes-Benz,GLE400,Exclusive 4MATIC,2017,Automatic,9," 531,333,333 "," 435,000,000 "," 483,166,667 ",1359000000
Toyota Kijang Innova Zenix G HV (Premium Color) Automatic 2024,Toyota,Kijang Innova Zenix,G HV (Premium Color),2024,Automatic,8," 368,125,000 "," 337,000,000 "," 352,562,500 ",483100000
Audi A6 TFSI Automatic 2013,Audi,A6,TFSI,2013,Automatic,8," 221,987,500 "," 188,000,000 "," 204,993,750 "," 835,000,000 "
Volkswagen Golf TSI Automatic 2013,Volkswagen,Golf,TSI,2013,Automatic,8," 236,250,000 "," 189,000,000 "," 212,625,000 "," 299,000,000 "
Toyota Alphard X Automatic 2018,Toyota,Alphard,X,2018,Automatic,8," 641,375,000 "," 480,000,000 "," 560,687,500 ",925200000
Honda Odyssey Prestige Automatic 2017,Honda,Odyssey,Prestige,2017,Automatic,8," 344,000,000 "," 250,000,000 "," 297,000,000 ",720000000
Land Rover Range Rover Vogue Automatic 2018,Land Rover,Range Rover,Vogue,2018,Automatic,8," 2,277,750,000 "," 1,699,000,000 "," 1,988,375,000 ",
Toyota Kijang Innova Zenix G HV (Premium Color) Automatic 2023,Toyota,Kijang Innova Zenix,G HV (Premium Color),2023,Automatic,8," 404,000,000 "," 360,000,000 "," 382,000,000 ",471900000
Mercedes-Benz Gls400 Exclusive Line Automatic 2017,Mercedes-Benz,Gls400,Exclusive Line,2017,Automatic,9," 749,555,556 "," 620,000,000 "," 684,777,778 ",
Toyota Rush GR Sport Manual 2022,Toyota,Rush,GR Sport,2022,Manual,9," 243,777,778 "," 212,000,000 "," 227,888,889 ",282700000
Toyota Kijang Innova Zenix Q HV TSS Modellista (Premium Color) Automatic 2022,Toyota,Kijang Innova Zenix,Q HV TSS Modellista (Premium Color),2022,Automatic,8," 496,625,000 "," 480,000,000 "," 488,312,500 ",614000000
Mercedes-Benz C200 Avantgarde CBU Automatic 2014,Mercedes-Benz,C200,Avantgarde CBU,2014,Automatic,9," 320,888,889 "," 188,000,000 "," 254,444,444 "," 699,000,000 "
Toyota Rush TRD Sportivo Manual 2018,Toyota,Rush,TRD Sportivo,2018,Manual,8," 213,750,000 "," 175,000,000 "," 194,375,000 ",249900000
Suzuki Ignis GX Automatic 2023,Suzuki,Ignis,GX,2023,Automatic,9," 164,388,889 "," 157,500,000 "," 160,944,444 ",222000000
Toyota Agya G Manual 2016,Toyota,Agya,G,2016,Manual,8," 96,875,000 "," 87,000,000 "," 91,937,500 "," 121,260,000 "
Daihatsu Xenia R Deluxe Automatic 2019,Daihatsu,Xenia,R Deluxe,2019,Automatic,8," 157,625,000 "," 140,000,000 "," 148,812,500 ",218050000
